index,PortName,LAT1,LAT2,LAT3,LONG1,LONG2,LONG3,HarborSize,HarborType,LAT,LONG
2964,PANARUKAN,7,42,S,113,56,E,V,CN,-7.7,113.93333333333334
2965,CELUKAN BAWANG,8,11,S,114,50,E,S,CN,-8.183333333333334,114.83333333333333
2966,CILACAP,7,44,S,109,0,E,L,CN,-7.733333333333333,109.0
2967,TANJUNG BENETE,8,54,S,116,45,E,V,CN,-8.9,116.75
2968,BENOA,8,45,S,115,13,E,V,CN,-8.75,115.21666666666667
2969,AMPENAN,8,34,S,116,4,E,V,OR,-8.566666666666666,116.06666666666666
2970,LABUHANHAJI,8,42,S,116,34,E,V,OR,-8.7,116.56666666666666
2971,MAUMERE,8,37,S,122,13,E,V,OR,-8.616666666666667,122.21666666666667
2972,LARANTUKA,8,21,S,122,59,E,V,OR,-8.35,122.98333333333333
2973,ENDE,8,50,S,121,39,E,V,CN,-8.833333333333334,121.65
2974,WAINGAPU,9,38,S,120,13,E,V,OR,-9.633333333333333,120.21666666666667
2975,KUPANG,10,10,S,123,35,E,S,CN,-10.166666666666666,123.58333333333333
2976,DILI,8,32,S,125,35,E,S,CN,-8.533333333333333,125.58333333333333
2977,BELIDA MARINE TERMINAL,4,8,N,105,8,E,V,OR,4.133333333333334,105.13333333333334
2978,TAREMPAH,3,13,N,106,13,E,V,CN,3.216666666666667,106.21666666666667
2979,BELANAK FIELD TERMINAL,4,9,N,106,15,E,V,OR,4.15,106.25
2980,UDANG OILFIELD,4,2,N,106,29,E,V,OR,4.033333333333333,106.48333333333333
2981,WIDURI MARINE TERMINAL,4,40,S,106,39,E,V,CN,-4.666666666666667,106.65
2982,KUCHING,1,34,N,110,21,E,S,RN,1.5666666666666667,110.35
2983,BINTANGOR,2,10,N,111,38,E,V,RN,2.1666666666666665,111.63333333333334
2984,SIBU,2,17,N,111,49,E,V,RN,2.283333333333333,111.81666666666666
2985,SARIKEI,2,8,N,111,32,E,V,RN,2.1333333333333333,111.53333333333333
2986,TG. MANI,2,9,N,111,21,E,V,RN,2.15,111.35
2987,BINTULU PORT,3,16,N,113,4,E,S,CB,3.2666666666666666,113.06666666666666
2988,TAWA,4,15,N,117,53,E,V,CN,4.25,117.88333333333334
2989,TANJUNG PELEPAS,1,21,N,103,33,E,M,RB,1.35,103.55
2990,MIRI,4,23,N,113,58,E,S,RN,4.383333333333334,113.96666666666667
2991,LUTONG,4,28,N,114,0,E,S,OR,4.466666666666667,114.0
2992,MUARA HARBOR,5,2,N,115,4,E,S,CN,5.033333333333333,115.06666666666666
2993,BANDAR SERI BEGAWAN,4,53,N,114,53,E,S,RN,4.883333333333333,114.88333333333334
2994,LUMUT,4,43,N,114,27,E,V,OR,4.716666666666667,114.45
2995,SERIA OIL LOADING TERMINAL,4,37,N,114,19,E,V,OR,4.616666666666667,114.31666666666666
2996,KUALA BELAIT,4,38,N,114,12,E,V,CN,4.633333333333333,114.2
2997,VICTORIA,5,17,N,115,14,E,S,CN,5.283333333333333,115.23333333333333
2998,KOTA KINABALU,5,59,N,116,4,E,M,CN,5.983333333333333,116.06666666666666
2999,KUDAT,6,53,N,116,51,E,V,OR,6.883333333333333,116.85
3000,PELABUHAN SANDAKAN,5,50,N,118,7,E,S,CN,5.833333333333333,118.11666666666666
3001,LAHAD DATU,5,1,N,118,19,E,V,CN,5.016666666666667,118.31666666666666
3002,BAKAPIT,4,57,N,118,35,E,V,CN,4.95,118.58333333333333
3003,MOSTYN,4,41,N,118,15,E,V,OR,4.683333333333334,118.25
3004,TANJUNG ARANG  (BUNYU),3,28,N,117,50,E,V,CN,3.466666666666667,117.83333333333333
3005,LINGKAS,3,17,N,117,36,E,S,OR,3.283333333333333,117.6
3006,TANJUNGREDEB,2,9,N,117,29,E,S,RN,2.15,117.48333333333333
3007,TANJUNG SANGATA,0,22,N,117,34,E,V,OR,0.36666666666666664,117.56666666666666
3008,BENOA,0,59,N,117,58,E,V,RN,0.9833333333333333,117.96666666666667
3009,BONTANG LNG TERMINAL,0,6,N,117,29,E,V,CN,0.1,117.48333333333333
3010,TANJUNG SANTAN,0,6,S,117,32,E,V,CN,-0.1,117.53333333333333
3011,SAMARINDA,0,31,S,117,7,E,V,RN,-0.5166666666666667,117.11666666666666
3012,SENIPAH OIL TERMINAL,0,57,S,117,10,E,V,OR,-0.95,117.16666666666667
3013,BALIKPAPAN,1,15,S,116,49,E,S,CN,-1.25,116.81666666666666
3014,LAWI LAWI OIL TERMINAL,1,27,S,116,46,E,S,OR,-1.45,116.76666666666667
3015,GUNUNG BATU BESAR,2,37,S,116,18,E,V,RN,-2.6166666666666667,116.3
3016,NORTH PULAU LAUT COAL TERMINAL,3,12,S,116,17,E,V,OR,-3.2,116.28333333333333
3017,KOTA BARU,3,14,S,116,13,E,V,CN,-3.2333333333333334,116.21666666666667
3018,TANAH MERAH,1,49,S,116,10,E,V,CN,-1.8166666666666667,116.16666666666667
3019,STAGEN,3,18,S,116,9,E,V,CN,-3.3,116.15
3020,BANJARMASIN,3,20,S,114,35,E,V,RN,-3.3333333333333335,114.58333333333333
3021,SAMPIT,2,31,S,113,0,E,V,RN,-2.5166666666666666,113.0
3022,KUMAI,2,45,S,111,43,E,V,RN,-2.75,111.71666666666667
3023,PONTIANAK,0,1,S,109,20,E,V,RN,-0.016666666666666666,109.33333333333333
3024,MANADO,1,30,N,124,50,E,S,CN,1.5,124.83333333333333
3025,BITUNG,1,26,N,125,11,E,V,CN,1.4333333333333333,125.18333333333334
3026,GORONTALO,0,30,N,123,3,E,V,OR,0.5,123.05
3027,POSO,1,22,S,120,45,E,V,OR,-1.3666666666666667,120.75
3028,LUWUK,0,57,S,122,48,E,V,OR,-0.95,122.8
3029,KOLONODALE,1,59,S,121,20,E,V,CN,-1.9833333333333334,121.33333333333333
3030,MANGKASA OIL TERMINAL,2,44,S,121,4,E,S,OR,-2.7333333333333334,121.06666666666666
3031,KENDARI,3,58,S,122,35,E,V,CN,-3.966666666666667,122.58333333333333
3032,BAUBAU,5,28,S,122,37,E,V,CN,-5.466666666666667,122.61666666666666
3033,RAHA ROADSTEAD,4,51,S,122,44,E,V,OR,-4.85,122.73333333333333
3034,POMALAA,4,10,S,121,36,E,V,CN,-4.166666666666667,121.6
3035,PAREPARE,4,0,S,119,37,E,V,OR,-4.0,119.61666666666666
3036,UJUNG PANDANG,5,8,S,119,24,E,M,CB,-5.133333333333334,119.4
3037,DONGGALA,0,39,S,119,44,E,V,OR,-0.65,119.73333333333333
3038,TAHUNA,3,37,N,125,29,E,V,CN,3.6166666666666667,125.48333333333333
3039,TELUK BEO,4,14,N,126,47,E,V,CN,4.233333333333333,126.78333333333333
3040,TERNATE,0,47,N,127,23,E,V,OR,0.7833333333333333,127.38333333333334
3041,LABUHA,0,38,S,127,28,E,V,OR,-0.6333333333333333,127.46666666666667
3042,PATANI,0,22,N,128,45,E,V,CN,0.36666666666666664,128.75
3043,WAHAI,2,47,S,129,30,E,V,CN,-2.783333333333333,129.5
3044,BULA,3,6,S,130,30,E,V,OR,-3.1,130.5
3045,SALAWATI,1,21,S,130,59,E,S,RN,-1.35,130.98333333333332
3046,AMBON,3,41,S,128,10,E,S,CN,-3.6833333333333336,128.16666666666666
3047,NAMLEA,3,17,S,127,5,E,V,CN,-3.283333333333333,127.08333333333333
3048,SAUMLAKI,7,59,S,131,18,E,V,CN,-7.983333333333333,131.3
3049,SERUI,1,54,S,136,15,E,V,CN,-1.9,136.25
3050,MIEI,2,44,S,134,30,E,V,CN,-2.7333333333333334,134.5
3051,MANOKWARI ROAD,0,52,S,134,5,E,V,CN,-0.8666666666666667,134.08333333333334
3052,TG. SORONG,0,53,S,131,14,E,S,OR,-0.8833333333333333,131.23333333333332
3053,KASIM TERMINAL,1,18,S,131,1,E,L,OR,-1.3,131.01666666666668
3054,SAILOLOF,1,15,S,130,45,E,V,CN,-1.25,130.75
3055,FAKFAK,2,56,S,132,17,E,V,CN,-2.9333333333333336,132.28333333333333
3056,AMAMAPARE,4,49,S,136,58,E,S,CN,-4.816666666666666,136.96666666666667
3057,MERAUKE,8,29,S,140,23,E,V,RN,-8.483333333333333,140.38333333333333
3058,JAYAPURA,2,32,S,140,43,E,S,CN,-2.533333333333333,140.71666666666667
3059,KUMUL,8,6,S,144,34,E,V,OR,-8.1,144.56666666666666
3060,DARU,9,4,S,143,12,E,V,OR,-9.066666666666666,143.2
3061,PORT MORESBY,9,28,S,147,8,E,S,OR,-9.466666666666667,147.13333333333333
3062,ALOTOA,10,19,S,150,27,E,V,CN,-10.316666666666666,150.45
3063,SAMARAI,10,37,S,150,40,E,V,CN,-10.616666666666667,150.66666666666666
3064,SULOGA HARBOR,9,13,S,152,46,E,V,CN,-9.216666666666667,152.76666666666668
3065,DISCOVERY BAY,10,25,S,150,25,E,V,CN,-10.416666666666666,150.41666666666666
3066,ORO BAY,8,53,S,148,29,E,V,CN,-8.883333333333333,148.48333333333332
3067,LAE,6,44,S,147,0,E,V,OR,-6.733333333333333,147.0
3068,MADANG,5,13,S,145,49,E,V,CN,-5.216666666666667,145.81666666666666
3069,VANIMO,2,41,S,141,8,E,S,CN,-2.6833333333333336,141.13333333333333
3070,THURSDAY ISLAND,10,35,S,142,13,E,S,CN,-10.583333333333334,142.21666666666667
3071,CAPE FLATTERY HARBOR,14,57,S,145,21,E,S,OR,-14.95,145.35
3072,CAIRNS,16,55,S,145,47,E,S,RN,-16.916666666666668,145.78333333333333
3073,MOURILYAN HARBOUR,17,36,S,146,8,E,S,CN,-17.6,146.13333333333333
3074,LUCINDA,18,31,S,146,20,E,V,OR,-18.516666666666666,146.33333333333334
3075,TOWNSVILLE,19,16,S,146,49,E,S,CB,-19.266666666666666,146.81666666666666
3076,MACKAY,21,7,S,149,13,E,S,CB,-21.116666666666667,149.21666666666667
3077,HAY POINT,21,17,S,149,18,E,S,OR,-21.283333333333335,149.3
3078,PORT ALMA,23,35,S,150,51,E,V,RN,-23.583333333333332,150.85
3079,GLADSTONE,23,51,S,151,15,E,S,RN,-23.85,151.25
3080,BUNDABERG,24,52,S,152,21,E,V,RN,-24.866666666666667,152.35
3081,BRISBANE,27,28,S,153,2,E,L,RN,-27.466666666666665,153.03333333333333
3082,BALLINA,28,52,S,153,34,E,S,RN,-28.866666666666667,153.56666666666666
3083,NEWCASTLE,32,55,S,151,47,E,L,CB,-32.916666666666664,151.78333333333333
3084,SYDNEY,33,52,S,151,12,E,L,CN,-33.86666666666667,151.2
3085,BOTANY BAY,34,0,S,151,14,E,S,CN,-34.0,151.23333333333332
3086,PORT KEMBLA,34,29,S,150,55,E,M,CB,-34.483333333333334,150.91666666666666
3087,JERVIS BAY,35,7,S,150,48,E,V,CN,-35.11666666666667,150.8
3088,BATEMANS BAY,35,42,S,150,10,E,V,CN,-35.7,150.16666666666666
3089,EDEN,37,4,S,149,55,E,V,CB,-37.06666666666667,149.91666666666666
3090,WELSHPOOL,38,42,S,146,28,E,V,CN,-38.7,146.46666666666667
3091,WESTERN PORT,38,21,S,145,14,E,V,CN,-38.35,145.23333333333332
3092,MELBOURNE,37,50,S,144,58,E,L,CN,-37.833333333333336,144.96666666666667
3093,GEELONG,38,9,S,144,22,E,M,CN,-38.15,144.36666666666667
3094,WARRNAMBOOL,38,24,S,142,29,E,V,CB,-38.4,142.48333333333332
3095,PORTLAND,38,20,S,141,36,E,S,CB,-38.333333333333336,141.6
3096,KINGSCOTE,35,38,S,137,38,E,V,CB,-35.63333333333333,137.63333333333333
3097,KLEIN POINT,34,58,S,137,46,E,V,OR,-34.96666666666667,137.76666666666668
3098,PORT ADELAIDE,34,51,S,138,30,E,M,RN,-34.85,138.5
3099,ARDROSSAN,34,26,S,137,55,E,V,OR,-34.43333333333333,137.91666666666666
3100,PORT GILES,35,2,S,137,46,E,V,OR,-35.03333333333333,137.76666666666668
3101,WALLAROO,33,56,S,137,37,E,V,OR,-33.93333333333333,137.61666666666667
3102,PORT PIRIE,33,11,S,138,1,E,S,RN,-33.18333333333333,138.01666666666668
3103,WHYALLA,33,2,S,137,35,E,S,CB,-33.03333333333333,137.58333333333334
3104,PORT BONYTHON,33,1,S,137,46,E,S,OR,-33.016666666666666,137.76666666666668
3105,PORT LINCOLN,34,43,S,135,51,E,M,CB,-34.71666666666667,135.85
3106,THEVENARD,32,10,S,133,39,E,S,CN,-32.166666666666664,133.65
3107,ESPERANCE,33,52,S,121,54,E,V,CB,-33.86666666666667,121.9
3108,ALBANY,35,2,S,117,53,E,S,CN,-35.03333333333333,117.88333333333334
3109,BUNBURY,33,19,S,115,38,E,S,CB,-33.31666666666667,115.63333333333334
3110,FREMANTLE,32,3,S,115,45,E,L,CB,-32.05,115.75
3111,GERALDTON,28,47,S,114,36,E,V,CB,-28.783333333333335,114.6
3112,USELESS LOOP,26,5,S,113,24,E,V,OR,-26.083333333333332,113.4
3113,CAPE CUVIER,24,13,S,113,23,E,V,OR,-24.216666666666665,113.38333333333334
3114,POINT MURAT,21,49,S,114,11,E,V,OR,-21.816666666666666,114.18333333333334
3115,ONSLOW,21,39,S,115,6,E,V,OR,-21.65,115.1
3116,PORT WALCOTT,20,39,S,117,11,E,V,OR,-20.65,117.18333333333334
3117,DAMPIER,20,38,S,116,43,E,M,CB,-20.633333333333333,116.71666666666667
3118,PORT HEDLAND,20,19,S,118,35,E,S,RN,-20.316666666666666,118.58333333333333
3119,BROOME,17,58,S,122,14,E,S,CN,-17.966666666666665,122.23333333333333
3120,WYNDHAM,15,28,S,128,6,E,V,RN,-15.466666666666667,128.1
3121,DARWIN,12,28,S,130,51,E,M,CN,-12.466666666666667,130.85
3122,MILNER BAY,13,52,S,136,25,E,V,OR,-13.866666666666667,136.41666666666666
3123,WEIPA,12,40,S,141,52,E,V,CN,-12.666666666666666,141.86666666666667
3124,GOVE,12,12,S,136,42,E,V,OR,-12.2,136.7
3125,KARUMBA,17,29,S,140,50,E,V,RN,-17.483333333333334,140.83333333333334
3126,HOBART,42,53,S,147,20,E,M,RN,-42.88333333333333,147.33333333333334
3127,PORT HUON,43,10,S,146,59,E,V,RN,-43.166666666666664,146.98333333333332
3128,DOVER,43,19,S,147,2,E,V,CN,-43.31666666666667,147.03333333333333
3129,STANLEY,40,46,S,145,17,E,V,CB,-40.766666666666666,145.28333333333333
3130,PORT LATTA,40,50,S,145,23,E,V,OR,-40.833333333333336,145.38333333333333
3131,BURNIE,41,3,S,145,57,E,S,CB,-41.05,145.95
3132,DEVONPORT,41,11,S,146,22,E,S,RB,-41.18333333333333,146.36666666666667
3133,PORT DALRYMPLE,41,8,S,146,50,E,M,CN,-41.13333333333333,146.83333333333334
3134,BEAUTY POINT,41,9,S,146,49,E,S,CN,-41.15,146.81666666666666
3135,LAUNCESTON,41,27,S,147,7,E,S,RN,-41.45,147.11666666666667
3136,WHANGAROA,35,3,S,173,46,E,V,CN,-35.05,173.76666666666668
3137,OPUA,35,19,S,174,7,E,V,RN,-35.31666666666667,174.11666666666667
3138,WHANGAREI,35,48,S,174,26,E,S,RN,-35.8,174.43333333333334
3139,AUCKLAND,36,51,S,174,46,E,L,RN,-36.85,174.76666666666668
3140,TAURANGA,37,38,S,176,10,E,S,CN,-37.63333333333333,176.16666666666666
3141,GISBORNE,38,40,S,178,2,E,S,RB,-38.666666666666664,178.03333333333333
3142,NAPIER,39,29,S,176,55,E,S,CB,-39.483333333333334,176.91666666666666
3143,WELLINGTON,41,17,S,174,47,E,L,CN,-41.28333333333333,174.78333333333333
3144,WANGANUI,39,57,S,175,2,E,V,RN,-39.95,175.03333333333333
3145,NEW PLYMOUTH,39,4,S,174,2,E,S,CB,-39.06666666666667,174.03333333333333
3146,MANUKAU HARBOR,36,56,S,174,47,E,M,CN,-36.93333333333333,174.78333333333333
3147,COLLINGWOOD,40,41,S,172,40,E,V,CN,-40.68333333333333,172.66666666666666
3148,TARAKOHE,40,51,S,172,54,E,V,CN,-40.85,172.9
3149,NELSON,41,16,S,173,16,E,S,CB,-41.266666666666666,173.26666666666668
3150,PICTON,41,17,S,174,1,E,S,RB,-41.28333333333333,174.01666666666668
3151,PORT LYTTELTON,43,36,S,172,43,E,V,CB,-43.6,172.71666666666667
3152,AKAROA,43,48,S,172,58,E,V,CN,-43.8,172.96666666666667
3153,TIMARU,44,24,S,171,15,E,S,CB,-44.4,171.25
3154,OTAGO HARBOR,45,49,S,170,38,E,S,RB,-45.81666666666667,170.63333333333333
3155,BLUFF HARBOR,46,36,S,168,20,E,S,CB,-46.6,168.33333333333334
3156,GREYMOUTH,42,26,S,171,13,E,V,RN,-42.43333333333333,171.21666666666667
3157,WESTPORT,41,45,S,171,36,E,V,RN,-41.75,171.6
3158,KINGSTON,29,4,S,167,57,E,V,OR,-29.066666666666666,167.95
3159,LAUTOKA HARBOR,17,36,S,177,27,E,V,CB,-17.6,177.45
3160,SUVA HARBOR,18,8,S,178,25,E,S,CN,-18.133333333333333,178.41666666666666
3161,LEVUKA,17,41,S,178,50,E,S,CN,-17.683333333333334,178.83333333333334
3162,MALAI,16,21,S,179,22,E,V,CB,-16.35,179.36666666666667
3163,SAVUSAVU BAY,16,46,S,179,20,E,V,OR,-16.766666666666666,179.33333333333334
3164,NUKU ALOFA,21,8,S,175,12,W,V,CN,-21.133333333333333,-175.2
3165,PANGAI,19,48,S,174,21,W,V,CN,-19.8,-174.35
3166,NEIAFU,18,39,S,173,59,W,V,CN,-18.65,-173.98333333333332
3167,FUNAFUTI ATOLL,8,31,S,179,8,E,V,CN,-8.516666666666667,179.13333333333333
3168,MATA-UTU,13,17,S,176,8,W,V,OR,-13.283333333333333,-176.13333333333333
3169,APIA,13,49,S,171,46,W,V,CN,-13.816666666666666,-171.76666666666668
3170,PAGO PAGO HARBOR,14,17,S,170,40,W,S,CN,-14.283333333333333,-170.66666666666666
3171,ALOFI,19,2,S,169,56,W,V,CN,-19.033333333333335,-169.93333333333334
3172,AVATIU,21,12,S,159,47,W,V,CN,-21.2,-159.78333333333333
3173,VAITAPE,16,30,S,151,45,W,V,CB,-16.5,-151.75
3174,UTUROA,16,44,S,151,27,W,V,CN,-16.733333333333334,-151.45
3175,PAPEETE,17,32,S,149,35,W,S,CN,-17.533333333333335,-149.58333333333334
3176,PORT RIKITEA,23,7,S,134,58,W,V,CN,-23.116666666666667,-134.96666666666667
3177,ATUONA,9,49,S,139,2,W,V,CN,-9.816666666666666,-139.03333333333333
3178,BAIE TAIOHAE,8,56,S,140,5,W,V,CN,-8.933333333333334,-140.08333333333334
3179,CANTON ISLAND,2,50,S,171,43,W,V,OR,-2.8333333333333335,-171.71666666666667
3180,ENGLISH HARBOR,3,51,N,159,22,W,V,CN,3.85,-159.36666666666667
3181,HONOKAA,20,6,N,155,28,W,V,OR,20.1,-155.46666666666667
3182,HILO,19,44,N,155,4,W,M,CB,19.733333333333334,-155.06666666666666
3183,HONUAPO,19,5,N,155,33,W,V,OR,19.083333333333332,-155.55
3184,MILOLII,19,11,N,155,54,W,V,OR,19.183333333333334,-155.9
3185,KAUHAKO BAY,19,23,N,155,54,W,V,CN,19.383333333333333,-155.9
3186,NAPOOPOO,19,29,N,155,56,W,V,CN,19.483333333333334,-155.93333333333334
3187,KAILUA,19,38,N,156,0,W,V,CN,19.633333333333333,-156.0
3188,KIHOLO,19,52,N,155,57,W,V,CN,19.866666666666667,-155.95
3189,KAWAIHAE,20,2,N,155,50,W,S,CB,20.033333333333335,-155.83333333333334
3190,MAHUKONA,20,11,N,155,54,W,V,CN,20.183333333333334,-155.9
3191,KAHULUI,20,54,N,156,28,W,V,CB,20.9,-156.46666666666667
3192,HANA,20,45,N,155,59,W,V,CN,20.75,-155.98333333333332
3193,LAHAINA,20,52,N,156,40,W,V,CB,20.866666666666667,-156.66666666666666
3194,KAUMALAPAU HARBOR,20,47,N,157,0,W,V,CB,20.783333333333335,-157.0
3195,PUKOO,21,4,N,156,48,W,V,TH,21.066666666666666,-156.8
3196,KAMALO,21,3,N,156,53,W,V,CN,21.05,-156.88333333333333
3197,KAUNAKAKAI,21,5,N,157,2,W,V,OR,21.083333333333332,-157.03333333333333
3198,BARBERS POINT TERMINAL,21,16,N,158,6,W,V,OR,21.266666666666666,-158.1
3199,BARBER'S POINT,21,19,N,158,7,W,V,CB,21.316666666666666,-158.11666666666667
3200,HONOLULU,21,18,N,157,52,W,M,CB,21.3,-157.86666666666667
3201,PORT ALLEN,21,54,N,159,35,W,S,CB,21.9,-159.58333333333334
3202,NAWILIWILI BAY,21,57,N,159,21,W,S,CB,21.95,-159.35
3203,AHUKINI LANDING,22,0,N,159,20,W,V,CB,22.0,-159.33333333333334
3204,NONOPAPA,21,52,N,160,14,W,V,OR,21.866666666666667,-160.23333333333332
3205,TERN ISLAND,23,52,N,166,17,W,V,CN,23.866666666666667,-166.28333333333333
3206,JOHNSTON ATOLL,16,45,N,169,31,W,V,CN,16.75,-169.51666666666668
3207,MIDWAY ISLAND,28,11,N,177,22,W,V,CB,28.183333333333334,-177.36666666666667
3208,WAKE ISLAND,19,17,N,166,37,E,V,CN,19.283333333333335,166.61666666666667
3209,ENITWETAK ISLAND,11,20,N,162,20,E,V,OR,11.333333333333334,162.33333333333334
3210,KWAJALEIN,8,43,N,167,44,E,V,OR,8.716666666666667,167.73333333333332
3211,MAJURO ATOLL,7,5,N,171,23,E,V,OR,7.083333333333333,171.38333333333333
3212,TARAWA ATOLL,1,20,N,172,56,E,V,OR,1.3333333333333333,172.93333333333334
3213,NAURU,0,32,S,166,55,E,V,OR,-0.5333333333333333,166.91666666666666
3214,SAIPAN,15,12,N,145,41,E,S,CN,15.2,145.68333333333334
3215,TINIAN,14,58,N,145,37,E,V,CB,14.966666666666667,145.61666666666667
3216,ROTA,14,8,N,145,9,E,V,OR,14.133333333333333,145.15
3217,APRA HARBOR,13,27,N,144,37,E,M,CB,13.45,144.61666666666667
3218,LELE HARBOR,5,20,N,163,2,E,V,CN,5.333333333333333,163.03333333333333
3219,POHNPEI HARBOR,6,59,N,158,12,E,S,CN,6.983333333333333,158.2
3220,MOEN,7,26,N,151,50,E,V,OR,7.433333333333334,151.83333333333334
3221,COLONIA,9,31,N,138,8,E,V,CN,9.516666666666667,138.13333333333333
3222,MALAKAL HARBOR,7,20,N,134,27,E,V,OR,7.333333333333333,134.45
3223,LONGAN ISLAND,1,13,S,144,18,E,V,CN,-1.2166666666666668,144.3
3224,LORENGAU,2,1,S,147,16,E,V,OR,-2.0166666666666666,147.26666666666668
3225,WEWAK HARBOR,3,34,S,143,38,E,S,OR,-3.5666666666666664,143.63333333333333
3226,HAMBURG HARBOR,1,38,S,149,58,E,V,CN,-1.6333333333333333,149.96666666666667
3227,KAVIENG HARBOR,2,35,S,150,48,E,S,CN,-2.5833333333333335,150.8
3228,RABAUL,4,12,S,152,11,E,S,CN,-4.2,152.18333333333334
3229,KOKOPO,4,20,S,152,16,E,V,OR,-4.333333333333333,152.26666666666668
3230,KIMBE,5,8,S,150,32,E,V,CN,-5.133333333333334,150.53333333333333
3231,BIALLA,5,18,S,150,59,E,V,CN,-5.3,150.98333333333332
3232,KIETA,6,13,S,155,38,E,S,CN,-6.216666666666667,155.63333333333333
3233,QUEEN CAROLA HARBOR,5,10,S,154,33,E,V,CN,-5.166666666666667,154.55
3234,GIZO HARBOR,8,6,S,156,51,E,V,CN,-8.1,156.85
3235,PORT NORO,8,13,S,157,11,E,S,OR,-8.216666666666667,157.18333333333334
3236,RINGGI COVE,8,7,S,157,6,E,S,CN,-8.116666666666667,157.1
3237,YANDINA,9,5,S,159,13,E,V,CN,-9.083333333333334,159.21666666666667
3238,TULAGHI,9,6,S,160,9,E,V,CN,-9.1,160.15
3239,HONIARA,9,25,S,159,57,E,V,OR,-9.416666666666666,159.95
3240,LUGANVILLE,15,31,S,167,10,E,S,CN,-15.516666666666667,167.16666666666666
3241,PORT VILA,17,44,S,168,19,E,V,CB,-17.733333333333334,168.31666666666666
3242,FORARI BAY,17,41,S,168,33,E,V,OR,-17.683333333333334,168.55
3243,BAIE DE KOUAOUA,21,23,S,165,49,E,V,OR,-21.383333333333333,165.81666666666666
3244,NOUMEA,22,17,S,166,26,E,S,CN,-22.283333333333335,166.43333333333334
3245,BAIE UGUE,21,9,S,165,33,E,V,OR,-21.15,165.55
3246,KUANTAN NEW PORT,3,58,N,103,26,E,S,CB,3.966666666666667,103.43333333333334
3247,KEMAMAN HARBOR,4,15,N,103,28,E,V,CN,4.25,103.46666666666667
3248,KIRTEH OIL TERMINAL,4,34,N,103,28,E,S,OR,4.566666666666666,103.46666666666667
3249,KUALA TRENGGANU,5,21,N,103,8,E,V,RB,5.35,103.13333333333334
3250,TAPIS MARINE TERMINAL A,5,31,N,105,1,E,L,OR,5.516666666666667,105.01666666666667
3251,PORT LANGKAWI,6,26,N,99,46,E,V,OR,6.433333333333334,99.76666666666667
3252,BONGKOT TERMINAL,8,3,N,102,20,E,V,OR,8.05,102.33333333333333
3253,TANTAWAN MARINE TERMINAL,10,5,N,101,25,E,V,OR,10.083333333333334,101.41666666666667
3254,PATTANI,6,57,N,101,18,E,S,CN,6.95,101.3
3255,BENCHAMAS TERMINAL,10,31,N,101,15,E,V,OR,10.516666666666667,101.25
3256,MAP TA PHUT,12,40,N,101,10,E,V,CB,12.666666666666666,101.16666666666667
3257,SONGKHLA HARBOR,7,13,N,100,35,E,V,RN,7.216666666666667,100.58333333333333
3258,ERAWAN TERMINAL,9,6,N,101,21,E,V,OR,9.1,101.35
3259,RAYONG TPI TERMINAL,12,38,N,101,18,E,V,OR,12.633333333333333,101.3
3260,SATTAHIP,12,37,N,100,55,E,M,CB,12.616666666666667,100.91666666666667
3261,BANGKOK,13,45,N,100,30,E,L,RN,13.75,100.5
3262,SI RACHA,13,10,N,100,55,E,M,OR,13.166666666666666,100.91666666666667
3263,SI RACHA TERMINAL,13,7,N,100,53,E,V,OR,13.116666666666667,100.88333333333334
3264,SIAM SEAPORT,13,8,N,100,53,E,V,OR,13.133333333333333,100.88333333333334
3265,LAEM CHABANG,13,5,N,100,53,E,S,CB,13.083333333333334,100.88333333333334
3266,KO SI CHANG TERMINAL,13,10,N,100,49,E,V,OR,13.166666666666666,100.81666666666666
3267,PETCHBURI TERMINAL,13,10,N,100,9,E,V,OR,13.166666666666666,100.15
3268,KAMPONG SAOM,10,38,N,103,30,E,M,CB,10.633333333333333,103.5
3269,PHSAR REAM,10,30,N,103,36,E,V,CN,10.5,103.6
3270,DUONG DONG,10,13,N,103,58,E,V,RN,10.216666666666667,103.96666666666667
3271,VUNG TAU,10,21,N,107,4,E,S,RN,10.35,107.06666666666666
3272,PHU MY,10,35,N,107,2,E,V,RN,10.583333333333334,107.03333333333333
3273,CAT LAI,10,45,N,106,47,E,V,CN,10.75,106.78333333333333
3274,THANH HO CHI MINH,10,46,N,106,43,E,M,RN,10.766666666666667,106.71666666666667
3275,VINH CAM RANH,11,53,N,109,10,E,S,CN,11.883333333333333,109.16666666666667
3276,NHA TRANG,12,15,N,109,14,E,S,OR,12.25,109.23333333333333
3277,QUI NHON,13,46,N,109,14,E,V,CN,13.766666666666667,109.23333333333333
3278,DAI HANG,8,29,N,108,41,E,V,OR,8.483333333333333,108.68333333333334
3279,DA NANG,16,6,N,108,13,E,S,RN,16.1,108.21666666666667
3280,MUI VUNG TAU,10,19,N,107,4,E,V,CN,10.316666666666666,107.06666666666666
3281,THANH HOA,10,49,N,106,46,E,V,CN,10.816666666666666,106.76666666666667
3282,NGHE TINH,18,46,N,105,46,E,S,RN,18.766666666666666,105.76666666666667
3283,HAI PHONG,20,55,N,106,41,E,S,RN,20.916666666666668,106.68333333333334
3284,HON GAI,20,57,N,107,4,E,V,OR,20.95,107.06666666666666
3285,CAM PHA,21,2,N,107,22,E,V,OR,21.033333333333335,107.36666666666666
