index,PortName,LAT1,LAT2,LAT3,LONG1,LONG2,LONG3,HarborSize,HarborType,LAT,LONG
1039,MANZANILLO,19,3,N,104,19,W,M,CB,19.05,-104.31666666666666
1040,PUERTO VALLARTA,20,37,N,105,16,W,S,RB,20.616666666666667,-105.26666666666667
1041,MAZATLAN,23,12,N,106,25,W,M,RN,23.2,-106.41666666666667
1042,TOPOLOBAMPO,25,36,N,109,4,W,S,CN,25.6,-109.06666666666666
1043,GUAYMAS,27,55,N,110,55,W,S,CB,27.916666666666668,-110.91666666666667
1044,SANTA ROSALIA,27,20,N,112,17,W,S,CB,27.333333333333332,-112.28333333333333
1045,ISLA SAN MARCOS,27,11,N,112,6,W,V,OR,27.183333333333334,-112.1
1046,SAN JUAN DE LA COSTA,24,24,N,110,42,W,V,OR,24.4,-110.7
1047,PICHILINGUE,24,16,N,110,20,W,S,CB,24.266666666666666,-110.33333333333333
1048,LA PAZ,24,10,N,110,19,W,S,CN,24.166666666666668,-110.31666666666666
1049,PUERTO MORRO REDONDO,28,3,N,115,11,W,V,OR,28.05,-115.18333333333334
1050,ENSENADA,31,52,N,116,38,W,M,CB,31.866666666666667,-116.63333333333334
1051,ROSARITO,32,22,N,117,6,W,V,OR,32.36666666666667,-117.1
1052,SAN DIEGO,32,43,N,117,11,W,M,CN,32.71666666666667,-117.18333333333334
1053,WILSON COVE,33,0,N,118,33,W,V,CN,33.0,-118.55
1054,ISTHMUS COVE,33,27,N,118,30,W,V,CN,33.45,-118.5
1055,AVALON,33,21,N,118,19,W,V,CN,33.35,-118.31666666666666
1056,NEWPORT BEACH,33,37,N,117,54,W,V,CN,33.61666666666667,-117.9
1057,LONG BEACH,33,46,N,118,11,W,M,CB,33.766666666666666,-118.18333333333334
1058,LOS ANGELES,33,45,N,118,15,W,L,CB,33.75,-118.25
1059,EL SEGUNDO,33,55,N,118,26,W,V,OR,33.916666666666664,-118.43333333333334
1060,PORT HUENEME,34,9,N,119,12,W,V,CB,34.15,-119.2
1061,PRISONERS,34,1,N,119,41,W,V,OR,34.016666666666666,-119.68333333333334
1062,VENTURA,34,17,N,119,17,W,V,OR,34.28333333333333,-119.28333333333333
1063,CARPINTERIA,34,23,N,119,31,W,V,CN,34.38333333333333,-119.51666666666667
1064,SANTA BARBARA,34,25,N,119,41,W,V,CB,34.416666666666664,-119.68333333333334
1065,ELLWOOD,34,26,N,119,55,W,V,OR,34.43333333333333,-119.91666666666667
1066,GAVIOTA,34,28,N,120,12,W,V,OR,34.46666666666667,-120.2
1067,PISMO BEACH,35,8,N,120,39,W,V,OR,35.13333333333333,-120.65
1068,PORT SAN LUIS,35,10,N,120,45,W,V,CN,35.166666666666664,-120.75
1069,MORRO BAY,35,22,N,120,51,W,V,CB,35.36666666666667,-120.85
1070,MONTEREY,36,37,N,121,53,W,S,CN,36.61666666666667,-121.88333333333334
1071,MOSS LANDING,36,48,N,121,47,W,V,CN,36.8,-121.78333333333333
1072,SANTA CRUZ,36,58,N,122,1,W,V,CN,36.96666666666667,-122.01666666666667
1073,DAVENPORT,37,1,N,122,12,W,V,OR,37.016666666666666,-122.2
1074,PRINCETOWN,37,30,N,122,29,W,V,CB,37.5,-122.48333333333333
1075,SAN FRANCISCO,37,49,N,122,25,W,L,CN,37.81666666666667,-122.41666666666667
1076,YERBABUENA ISLAND,37,49,N,122,22,W,V,CN,37.81666666666667,-122.36666666666666
1077,REDWOOD CITY,37,32,N,122,12,W,V,RN,37.53333333333333,-122.2
1078,ALAMEDA,37,47,N,122,16,W,S,CN,37.78333333333333,-122.26666666666667
1079,OAKLAND,37,49,N,122,20,W,L,CN,37.81666666666667,-122.33333333333333
1080,BERKELEY,37,52,N,122,18,W,V,CN,37.86666666666667,-122.3
1081,POINT RICHMOND,37,55,N,122,22,W,S,CN,37.916666666666664,-122.36666666666666
1082,POINT SAN PABLO,37,58,N,122,26,W,V,CN,37.96666666666667,-122.43333333333334
1083,SAUSALITO,37,51,N,122,29,W,V,CN,37.85,-122.48333333333333
1084,PINOLE POINT,38,1,N,122,22,W,V,CN,38.016666666666666,-122.36666666666666
1085,OLEUM,38,3,N,122,16,W,V,CN,38.05,-122.26666666666667
1086,MARE ISLAND,38,6,N,122,16,W,S,CN,38.1,-122.26666666666667
1087,SOUTH VALLEJO,38,5,N,122,15,W,S,CN,38.083333333333336,-122.25
1088,CROCKETT,38,3,N,122,13,W,V,CN,38.05,-122.21666666666667
1089,PORT COSTA,38,3,N,122,11,W,V,CN,38.05,-122.18333333333334
1090,BENICIA,38,3,N,122,9,W,V,CN,38.05,-122.15
1091,MARTINEZ,38,2,N,122,8,W,V,CN,38.03333333333333,-122.13333333333334
1092,PITTSBURG,38,2,N,121,53,W,V,RN,38.03333333333333,-121.88333333333334
1093,ANTIOCH,38,1,N,121,48,W,V,RN,38.016666666666666,-121.8
1094,STOCKTON,37,57,N,121,18,W,S,RN,37.95,-121.3
1095,RIO VISTA,38,9,N,121,42,W,V,RN,38.15,-121.7
1096,ISLETON,38,10,N,121,36,W,V,RN,38.166666666666664,-121.6
1097,WALNUT GROVE,38,14,N,121,31,W,V,RN,38.233333333333334,-121.51666666666667
1098,COURTLAND,38,20,N,121,34,W,V,RN,38.333333333333336,-121.56666666666666
1099,SACRAMENTO,38,35,N,121,30,W,S,RN,38.583333333333336,-121.5
1100,BODEGA BAY,38,20,N,123,3,W,V,CN,38.333333333333336,-123.05
1101,FORT BRAGG,39,27,N,123,49,W,V,CN,39.45,-123.81666666666666
1102,FIELDS LANDING,40,43,N,124,13,W,V,CN,40.71666666666667,-124.21666666666667
1103,EUREKA,40,48,N,124,11,W,S,CN,40.8,-124.18333333333334
1104,SAMOA,40,49,N,124,11,W,V,CN,40.81666666666667,-124.18333333333334
1105,CRESCENT CITY,41,45,N,124,12,W,V,CB,41.75,-124.2
1106,PORT ORFORD,42,44,N,124,30,W,V,CN,42.733333333333334,-124.5
1107,BANDON,43,7,N,124,25,W,V,RN,43.11666666666667,-124.41666666666667
1108,PROSPER,43,9,N,124,22,W,V,RN,43.15,-124.36666666666666
1109,EMPIRE,43,24,N,124,17,W,M,CN,43.4,-124.28333333333333
1110,NORTH BEND,43,24,N,124,13,W,V,CN,43.4,-124.21666666666667
1111,COOS BAY,43,22,N,124,13,W,S,CN,43.36666666666667,-124.21666666666667
1112,WINCHESTER BAY,43,41,N,124,11,W,V,RN,43.68333333333333,-124.18333333333334
1113,GARDINER,43,43,N,124,6,W,V,RN,43.71666666666667,-124.1
1114,REEDSPORT,43,42,N,124,6,W,V,RN,43.7,-124.1
1115,FLORENCE,43,58,N,124,7,W,V,RN,43.96666666666667,-124.11666666666666
1116,GLENADA,43,58,N,124,7,W,V,RN,43.96666666666667,-124.11666666666666
1117,CUSHMAN,43,59,N,124,4,W,V,RN,43.983333333333334,-124.06666666666666
1118,WALDPORT,44,26,N,124,4,W,V,CN,44.43333333333333,-124.06666666666666
1119,NEWPORT,44,38,N,124,3,W,V,RN,44.63333333333333,-124.05
1120,TOLEDO,44,37,N,123,56,W,V,RN,44.61666666666667,-123.93333333333334
1121,DEPOE BAY,44,48,N,124,4,W,V,CN,44.8,-124.06666666666666
1122,ILWACO,46,18,N,124,3,W,V,RN,46.3,-124.05
1123,WARRENTON,46,10,N,123,55,W,V,RN,46.166666666666664,-123.91666666666667
1124,ASTORIA,46,12,N,123,50,W,S,RN,46.2,-123.83333333333333
1125,TONGUE POINT,46,12,N,123,45,W,V,RN,46.2,-123.75
1126,WESTPORT,46,8,N,123,23,W,V,RN,46.13333333333333,-123.38333333333334
1127,RAINIER,46,5,N,122,56,W,V,RN,46.083333333333336,-122.93333333333334
1128,LONGVIEW,46,8,N,122,56,W,S,RN,46.13333333333333,-122.93333333333334
1129,KALAMA,46,1,N,122,51,W,V,RN,46.016666666666666,-122.85
1130,ST HELENS,45,52,N,122,48,W,V,RN,45.86666666666667,-122.8
1131,PORTLAND,45,31,N,122,40,W,L,RN,45.516666666666666,-122.66666666666667
1132,VANCOUVER,45,38,N,122,41,W,M,RN,45.63333333333333,-122.68333333333334
1133,CAMAS,45,35,N,122,24,W,V,RN,45.583333333333336,-122.4
1134,WASHOUGAL,45,35,N,122,21,W,V,RN,45.583333333333336,-122.35
1135,THE DALLES,45,36,N,121,11,W,V,RN,45.6,-121.18333333333334
1136,NAHCOTTA,46,30,N,124,2,W,V,CN,46.5,-124.03333333333333
1137,SOUTH BEND,46,40,N,123,47,W,S,RN,46.666666666666664,-123.78333333333333
1138,RAYMOND,46,41,N,123,44,W,S,RN,46.68333333333333,-123.73333333333333
1139,WILLAPA HARBOR,46,41,N,123,45,W,V,RN,46.68333333333333,-123.75
1140,WESTHAVEN COVE,46,55,N,124,7,W,V,RN,46.916666666666664,-124.11666666666666
1141,BAY CITY,46,52,N,124,4,W,V,RN,46.86666666666667,-124.06666666666666
1142,ABERDEEN,46,59,N,123,49,W,S,RN,46.983333333333334,-123.81666666666666
1143,HOQUIAM,46,58,N,123,54,W,S,RN,46.96666666666667,-123.9
1144,LA PUSH,47,54,N,124,38,W,V,RN,47.9,-124.63333333333334
1145,NEAH BAY,48,22,N,124,37,W,V,CB,48.36666666666667,-124.61666666666666
1146,SEKIU,48,16,N,124,18,W,V,CN,48.266666666666666,-124.3
1147,PORT ANGELES,48,7,N,123,26,W,S,CN,48.11666666666667,-123.43333333333334
1148,PORT TOWNSEND,48,7,N,122,45,W,S,CN,48.11666666666667,-122.75
1149,GLEN COVE,48,5,N,122,47,W,V,CN,48.083333333333336,-122.78333333333333
1150,HOODSPORT,47,25,N,123,8,W,V,CN,47.416666666666664,-123.13333333333334
1151,PORT GAMBLE,47,51,N,122,35,W,V,CN,47.85,-122.58333333333333
1152,POULSBO,47,44,N,122,39,W,V,CN,47.733333333333334,-122.65
1153,KEYPORT,47,42,N,122,37,W,V,CN,47.7,-122.61666666666666
1154,WINSLOW,47,37,N,122,31,W,V,CN,47.61666666666667,-122.51666666666667
1155,CREOSOTE,47,37,N,122,30,W,V,CN,47.61666666666667,-122.5
1156,FORT WARD,47,35,N,122,31,W,V,CN,47.583333333333336,-122.51666666666667
1157,EAST BREMERTON,47,34,N,122,37,W,V,CN,47.56666666666667,-122.61666666666666
1158,SILVERDALE,47,39,N,122,42,W,V,CN,47.65,-122.7
1159,BREMERTON,47,34,N,122,39,W,M,CN,47.56666666666667,-122.65
1160,PORT ORCHARD,47,32,N,122,38,W,V,CN,47.53333333333333,-122.63333333333334
1161,QUARTERMASTER HARBOR,47,23,N,122,28,W,V,CN,47.38333333333333,-122.46666666666667
1162,SHELTON,47,13,N,123,6,W,V,CN,47.21666666666667,-123.1
1163,OLYMPIA,47,3,N,122,54,W,S,CN,47.05,-122.9
1164,NISQUALLY HEAD,47,7,N,122,45,W,V,CN,47.11666666666667,-122.75
1165,TACOMA,47,17,N,122,25,W,M,CN,47.28333333333333,-122.41666666666667
1166,SEATTLE,47,36,N,122,20,W,L,CN,47.6,-122.33333333333333
1167,POINT WELLS,47,47,N,122,24,W,V,CN,47.78333333333333,-122.4
1168,EDWARDS POINT,47,48,N,122,24,W,V,CN,47.8,-122.4
1169,MUKILTEO,47,57,N,122,18,W,V,CN,47.95,-122.3
1170,EVERETT,48,0,N,122,13,W,S,CN,48.0,-122.21666666666667
1171,COUPEVILLE,48,14,N,122,41,W,V,CN,48.233333333333334,-122.68333333333334
1172,RICHARDSON,48,27,N,122,54,W,V,CN,48.45,-122.9
1173,FRIDAY HARBOR,48,32,N,123,1,W,V,CN,48.53333333333333,-123.01666666666667
1174,ROCHE  HARBOR,48,37,N,123,10,W,V,CN,48.61666666666667,-123.16666666666667
1175,ORCAS,48,36,N,122,56,W,V,CN,48.6,-122.93333333333334
1176,ANACORTES,48,31,N,122,37,W,S,CN,48.516666666666666,-122.61666666666666
1177,BELLINGHAM,48,45,N,122,30,W,S,CN,48.75,-122.5
1178,CHERRY POINT,48,52,N,122,45,W,V,CN,48.86666666666667,-122.75
1179,SEMIAHMOO,48,59,N,122,46,W,V,CN,48.983333333333334,-122.76666666666667
1180,BLAINE,49,0,N,122,45,W,V,CN,49.0,-122.75
1181,STEVESTON,49,8,N,123,11,W,V,RN,49.13333333333333,-123.18333333333334
1182,NEW WESTMINSTER,49,12,N,122,55,W,M,RN,49.2,-122.91666666666667
1183,FRASER MILLS,49,13,N,122,52,W,V,RN,49.21666666666667,-122.86666666666666
1184,PORT COQUITLAM,49,16,N,122,47,W,V,RN,49.266666666666666,-122.78333333333333
1185,MISSION CITY,49,7,N,122,15,W,V,RN,49.11666666666667,-122.25
1186,VANCOUVER,49,17,N,123,7,W,L,CN,49.28333333333333,-123.11666666666666
1187,PORT MOODY,49,17,N,122,53,W,V,CN,49.28333333333333,-122.88333333333334
1188,SQUAMISH,49,41,N,123,9,W,V,RN,49.68333333333333,-123.15
1189,PORT MELLON,49,31,N,123,29,W,V,CN,49.516666666666666,-123.48333333333333
1190,WESTVIEW,49,50,N,124,31,W,V,CB,49.833333333333336,-124.51666666666667
1191,POWELL RIVER,49,52,N,124,32,W,S,CB,49.86666666666667,-124.53333333333333
1192,DUNCAN BAY,50,4,N,125,17,W,V,CN,50.06666666666667,-125.28333333333333
1193,CAMPBELL RIVER,50,1,N,124,14,W,V,CN,50.016666666666666,-124.23333333333333
1194,COMOX HARBOR,49,40,N,124,55,W,S,CN,49.666666666666664,-124.91666666666667
1195,NANOOSE HARBOR,49,16,N,124,9,W,V,CN,49.266666666666666,-124.15
1196,NANAIMO,49,10,N,123,56,W,S,CN,49.166666666666664,-123.93333333333334
1197,HARMAC,49,8,N,123,51,W,V,CN,49.13333333333333,-123.85
1198,CHEMAINUS,48,56,N,123,43,W,V,CN,48.93333333333333,-123.71666666666667
1199,CROFTON,48,52,N,123,38,W,V,CN,48.86666666666667,-123.63333333333334
1200,COWICHAN BAY,48,45,N,123,37,W,V,CN,48.75,-123.61666666666666
1201,GANGES,48,51,N,123,29,W,V,CN,48.85,-123.48333333333333
1202,LYALL HARBOR,48,48,N,123,12,W,V,CN,48.8,-123.2
1203,HOPE BAY,48,48,N,123,17,W,V,CN,48.8,-123.28333333333333
1204,SIDNEY,48,39,N,123,23,W,V,CN,48.65,-123.38333333333334
1205,BAMBERTON,48,33,N,123,31,W,V,CN,48.55,-123.51666666666667
1206,VICTORIA HARBOR,48,26,N,123,23,W,M,CB,48.43333333333333,-123.38333333333334
1207,ESQUIMALT HARBOR,48,26,N,123,26,W,S,CN,48.43333333333333,-123.43333333333334
1208,PORT SAN JUAN,48,33,N,124,26,W,V,CN,48.55,-124.43333333333334
1209,PORT ALBERNI,49,14,N,124,49,W,S,RN,49.233333333333334,-124.81666666666666
1210,UCLUELET,48,57,N,125,33,W,V,CN,48.95,-125.55
1211,CLAYOQUOT,49,9,N,125,55,W,V,CN,49.15,-125.91666666666667
1212,AHOUSAT,49,17,N,126,4,W,V,CN,49.28333333333333,-126.06666666666666
1213,GOLD RIVER,49,41,N,126,7,W,V,RN,49.68333333333333,-126.11666666666666
1214,TAHSIS,49,55,N,126,40,W,V,CN,49.916666666666664,-126.66666666666667
1215,BERGH COVE,50,32,N,127,37,W,V,CN,50.53333333333333,-127.61666666666666
1216,PORT ALICE,50,23,N,127,27,W,S,CN,50.38333333333333,-127.45
1217,COAL HARBOR,50,36,N,127,35,W,V,CN,50.6,-127.58333333333333
1218,PORT HARDY,50,43,N,127,29,W,V,CN,50.71666666666667,-127.48333333333333
1219,SOINTULA,50,38,N,127,1,W,V,CN,50.63333333333333,-127.01666666666667
1220,ALERT BAY,50,35,N,126,56,W,V,CN,50.583333333333336,-126.93333333333334
1221,PORT MCNEILL,50,35,N,127,5,W,V,CN,50.583333333333336,-127.08333333333333
1222,BELLA COOLA,52,22,N,126,48,W,V,CN,52.36666666666667,-126.8
1223,BELLA BELLA,52,10,N,128,9,W,V,CN,52.166666666666664,-128.15
1224,KLEMTU,52,36,N,128,31,W,V,CN,52.6,-128.51666666666668
1225,BUTEDALE,53,10,N,128,41,W,V,CN,53.166666666666664,-128.68333333333334
1226,KEMANO BAY,53,29,N,128,8,W,V,RB,53.483333333333334,-128.13333333333333
1227,KITIMAT,54,0,N,128,41,W,S,CN,54.0,-128.68333333333334
1228,PORPOISE HARBOR,54,13,N,130,17,W,V,CN,54.21666666666667,-130.28333333333333
1229,PRINCE RUPERT,54,19,N,130,20,W,M,CN,54.31666666666667,-130.33333333333334
1230,PORT SIMPSON,54,34,N,130,26,W,V,CN,54.56666666666667,-130.43333333333334
1231,STEWART,55,56,N,130,0,W,V,CN,55.93333333333333,-130.0
1232,MASSET HARBOR,54,1,N,132,9,W,V,CN,54.016666666666666,-132.15
1233,PORT CLEMENTS,53,41,N,132,11,W,V,CN,53.68333333333333,-132.18333333333334
1234,QUEEN CHARLOTTE,53,15,N,132,5,W,V,CN,53.25,-132.08333333333334
1235,ALLIFORD BAY,53,13,N,131,59,W,V,CN,53.21666666666667,-131.98333333333332
1236,HYDER,55,55,N,130,0,W,V,CN,55.916666666666664,-130.0
1237,HIDDEN INLET,54,57,N,130,20,W,V,LC,54.95,-130.33333333333334
1238,METLAKATLA,55,8,N,131,34,W,V,OR,55.13333333333333,-131.56666666666666
1239,GEORGE INLET,55,23,N,131,28,W,V,CN,55.38333333333333,-131.46666666666667
1240,KETCHIKAN,55,20,N,131,39,W,S,CN,55.333333333333336,-131.65
1241,WARD COVE,55,24,N,131,44,W,V,CN,55.4,-131.73333333333332
1242,KNUDSON COVE,55,28,N,131,48,W,V,OR,55.46666666666667,-131.8
1243,LORING,55,36,N,131,38,W,V,CN,55.6,-131.63333333333333
1244,YES BAY,55,55,N,131,48,W,V,CN,55.916666666666664,-131.8
1245,UNION BAY,55,46,N,132,13,W,V,CN,55.766666666666666,-132.21666666666667
1246,BURNETT INLET,56,4,N,132,28,W,V,CN,56.06666666666667,-132.46666666666667
1247,WRANGELL,56,28,N,132,23,W,S,CN,56.46666666666667,-132.38333333333333
1248,KASAAN,55,32,N,132,24,W,V,CN,55.53333333333333,-132.4
1249,ROSE INLET,54,57,N,132,58,W,V,CN,54.95,-132.96666666666667
1250,HYDABURG,55,12,N,132,50,W,V,CN,55.2,-132.83333333333334
1251,WATERFALL,55,18,N,133,14,W,V,OR,55.3,-133.23333333333332
1252,CRAIG,55,28,N,133,9,W,V,CN,55.46666666666667,-133.15
1253,KLAWOCK,55,33,N,133,6,W,V,CN,55.55,-133.1
1254,STEAMBOAT BAY,55,32,N,133,38,W,V,CN,55.53333333333333,-133.63333333333333
1255,FISHERMANS HARBOR,55,58,N,133,48,W,V,CN,55.96666666666667,-133.8
1256,PETERSBURG,56,49,N,132,57,W,S,CN,56.81666666666667,-132.95
1257,KAKE,56,58,N,133,56,W,V,OR,56.96666666666667,-133.93333333333334
1258,WASHINGTON BAY,56,44,N,134,21,W,V,CN,56.733333333333334,-134.35
1259,BAY OF PILLARS,56,36,N,134,14,W,V,CN,56.6,-134.23333333333332
1260,BIG PORT WALTER,56,23,N,134,44,W,V,CN,56.38333333333333,-134.73333333333332
1261,LITTLE PORT WALTER,56,23,N,134,38,W,V,CN,56.38333333333333,-134.63333333333333
1262,PORT ARMSTRONG,56,18,N,134,40,W,V,CN,56.3,-134.66666666666666
1263,PORT CONCLUSION,56,15,N,134,41,W,V,CN,56.25,-134.68333333333334
1264,PORT ALEXANDER,56,15,N,134,39,W,V,CN,56.25,-134.65
1265,SITKA,57,3,N,135,20,W,S,CN,57.05,-135.33333333333334
1266,KIMSHAN COVE,57,41,N,136,7,W,V,CN,57.68333333333333,-136.11666666666667
1267,PELICAN,57,58,N,136,14,W,V,CN,57.96666666666667,-136.23333333333332
1268,ELFIN COVE,58,12,N,136,21,W,V,CN,58.2,-136.35
1269,HOONAH,58,7,N,135,27,W,V,CN,58.11666666666667,-135.45
1270,TENAKEE SPRINGS,57,47,N,135,12,W,V,CN,57.78333333333333,-135.2
1271,CHATHAM,57,31,N,134,56,W,V,CN,57.516666666666666,-134.93333333333334
1272,TODD,57,28,N,135,3,W,V,CN,57.46666666666667,-135.05
1273,HOOD BAY,57,24,N,134,30,W,V,CN,57.4,-134.5
1274,HAWK INLET,58,7,N,134,45,W,V,CN,58.11666666666667,-134.75
1275,FUNTER,58,15,N,134,54,W,V,CN,58.25,-134.9
1276,DUPONT,58,14,N,134,16,W,V,CN,58.233333333333334,-134.26666666666668
1277,JUNEAU,58,18,N,134,25,W,S,CN,58.3,-134.41666666666666
1278,PORT CHILKOOT,59,14,N,135,26,W,V,CN,59.233333333333334,-135.43333333333334
1279,HAINES,59,14,N,135,26,W,V,CN,59.233333333333334,-135.43333333333334
1280,TANANI POINT,59,17,N,135,27,W,V,CN,59.28333333333333,-135.45
1281,SKAGWAY,59,27,N,135,20,W,V,CN,59.45,-135.33333333333334
1282,LETNIKOF COVE,59,11,N,135,24,W,V,CN,59.18333333333333,-135.4
1283,EXCURSION INLET,58,25,N,135,27,W,V,CN,58.416666666666664,-135.45
1284,YAKUTAT,59,33,N,139,44,W,V,CN,59.55,-139.73333333333332
1285,KATALLA,60,12,N,144,32,W,V,OR,60.2,-144.53333333333333
1286,ORCA,60,35,N,145,43,W,V,CN,60.583333333333336,-145.71666666666667
1287,CORDOVA,60,33,N,145,46,W,S,CN,60.55,-145.76666666666668
1288,SHEPARD POINT,60,38,N,145,40,W,V,OR,60.63333333333333,-145.66666666666666
1289,SWANPORT,61,5,N,146,24,W,V,OR,61.083333333333336,-146.4
1290,VALDEZ,61,7,N,146,15,W,V,CN,61.11666666666667,-146.25
1291,WHITTIER,60,50,N,148,40,W,V,CN,60.833333333333336,-148.66666666666666
1292,CRAB BAY,60,4,N,148,0,W,V,CN,60.06666666666667,-148.0
1293,PORT ASHTON,60,4,N,148,3,W,V,CN,60.06666666666667,-148.05
1294,SAN JUAN CANNERY,60,3,N,148,4,W,V,CN,60.05,-148.06666666666666
1295,LATOUCHE,60,3,N,148,4,W,V,CN,60.05,-148.06666666666666
1296,SEWARD,60,6,N,149,26,W,S,CN,60.1,-149.43333333333334
1297,PORT GRAHAM,59,21,N,151,49,W,V,CN,59.35,-151.81666666666666
1298,SELDOVIA,59,26,N,151,44,W,V,CN,59.43333333333333,-151.73333333333332
1299,HOMER,59,36,N,151,25,W,V,CN,59.6,-151.41666666666666
1300,COAL POINT,59,36,N,151,25,W,V,CN,59.6,-151.41666666666666
1301,NINILCHIK,60,3,N,151,41,W,V,CN,60.05,-151.68333333333334
1302,KENAI,60,33,N,151,16,W,V,CN,60.55,-151.26666666666668
1303,NIKISKI,60,41,N,151,24,W,V,CN,60.68333333333333,-151.4
1304,ANCHORAGE,61,13,N,149,54,W,S,CN,61.21666666666667,-149.9
1305,DRIFT RIVER,60,33,N,152,8,W,V,CN,60.55,-152.13333333333333
1306,SNUG HARBOR,60,6,N,152,35,W,V,CN,60.1,-152.58333333333334
1307,OUZINKIE,57,55,N,152,30,W,V,CN,57.916666666666664,-152.5
1308,KODIAK,57,47,N,152,24,W,S,CN,57.78333333333333,-152.4
1309,WOMENS BAY,57,43,N,152,31,W,V,CN,57.71666666666667,-152.51666666666668
1310,PORT HOBRON,57,10,N,153,10,W,V,CN,57.166666666666664,-153.16666666666666
1311,MCCORD,57,9,N,153,12,W,V,CN,57.15,-153.2
1312,THREE SAINTS BAY,57,7,N,153,30,W,V,CN,57.11666666666667,-153.5
1313,TRAP POINT,57,0,N,154,9,W,V,CN,57.0,-154.15
1314,LAZY BAY,56,54,N,154,15,W,V,CN,56.9,-154.25
1315,KARLUK,57,34,N,154,27,W,V,OR,57.56666666666667,-154.45
1316,UYAK,57,38,N,154,0,W,V,CN,57.63333333333333,-154.0
1317,LARSEN BAY,57,32,N,153,59,W,V,CN,57.53333333333333,-153.98333333333332
1318,PORT OBRIEN,57,44,N,153,19,W,V,CN,57.733333333333334,-153.31666666666666
1319,DRY SPRUCE BAY,57,56,N,153,2,W,V,CN,57.93333333333333,-153.03333333333333
1320,PORT VITA,58,4,N,153,4,W,V,CN,58.06666666666667,-153.06666666666666
1321,BEAR ISLAND,58,27,N,152,41,W,V,CN,58.45,-152.68333333333334
1322,HOGG ISLAND,58,28,N,152,41,W,V,CN,58.46666666666667,-152.68333333333334
1323,PORT WILLIAM,58,29,N,152,35,W,V,CN,58.483333333333334,-152.58333333333334
1324,KANATAK,57,34,N,156,2,W,V,OR,57.56666666666667,-156.03333333333333
1325,CHIGNIK,56,18,N,158,24,W,V,CN,56.3,-158.4
1326,IVANOF BAY,55,48,N,159,28,W,V,CN,55.8,-159.46666666666667
1327,SAND POINT,55,20,N,160,32,W,V,CN,55.333333333333336,-160.53333333333333
1328,BARALOF BAY,55,14,N,160,32,W,V,CN,55.233333333333334,-160.53333333333333
1329,UNGA,55,11,N,160,30,W,V,OR,55.18333333333333,-160.5
1330,BELKOFSKI,55,5,N,162,2,W,V,OR,55.083333333333336,-162.03333333333333
1331,KING COVE,55,3,N,162,19,W,V,CN,55.05,-162.31666666666666
1332,COLD BAY,55,12,N,162,42,W,V,CN,55.2,-162.7
1333,SANAK,54,29,N,162,49,W,V,OR,54.483333333333334,-162.81666666666666
1334,AKUTAN HARBOR,54,8,N,165,48,W,V,CN,54.13333333333333,-165.8
1335,CANNERY BAY,53,42,N,166,45,W,V,CN,53.7,-166.75
1336,MAKUSHIN,53,46,N,166,59,W,V,OR,53.766666666666666,-166.98333333333332
1337,DUTCH HARBOR,53,54,N,166,32,W,S,CN,53.9,-166.53333333333333
1338,UNALASKA,53,52,N,166,32,W,V,CN,53.86666666666667,-166.53333333333333
1339,PALISADES POINT,52,14,N,174,10,W,V,CN,52.233333333333334,-174.16666666666666
1340,ADAK NAVAL AIR STATION,51,52,N,176,38,W,S,CB,51.86666666666667,-176.63333333333333
1341,CONSTANTINE HARBOR,51,24,N,179,18,E,V,CN,51.4,179.3
1342,KISKA,51,58,N,177,33,E,V,CN,51.96666666666667,177.55
1343,ALCAN HARBOR,52,44,N,174,4,E,V,CN,52.733333333333334,174.06666666666666
1344,SKOOT COVE,52,43,N,174,4,E,V,CN,52.71666666666667,174.06666666666666
1345,MASSACRE BAY,52,50,N,173,14,E,V,CN,52.833333333333336,173.23333333333332
1346,VILLAGE COVE,57,8,N,170,16,W,V,OR,57.13333333333333,-170.26666666666668
1347,PORT MOLLER,55,59,N,160,34,W,V,CN,55.983333333333334,-160.56666666666666
1348,PORT HEIDEN,56,53,N,158,42,W,V,CN,56.88333333333333,-158.7
1349,PILOT POINT,57,34,N,157,36,W,V,CN,57.56666666666667,-157.6
1350,UGASHIK,57,32,N,157,25,W,V,RN,57.53333333333333,-157.41666666666666
1351,EGEGIK,58,12,N,157,22,W,V,CN,58.2,-157.36666666666667
1352,NAKNEK,58,43,N,157,1,W,V,CN,58.71666666666667,-157.01666666666668
1353,KOGGIUNG,58,58,N,156,55,W,V,CN,58.96666666666667,-156.91666666666666
1354,EKUK,58,49,N,158,34,W,V,OR,58.81666666666667,-158.56666666666666
1355,CLARKS POINT,58,51,N,158,33,W,V,OR,58.85,-158.55
1356,DILLINGHAM,59,2,N,158,29,W,V,CN,59.03333333333333,-158.48333333333332
1357,PLATINUM,59,1,N,161,50,W,V,CN,59.016666666666666,-161.83333333333334
1358,BETHEL,60,49,N,161,43,W,V,RN,60.81666666666667,-161.71666666666667
1359,NASH HARBOR,60,12,N,166,59,W,V,OR,60.2,-166.98333333333332
1360,KWIGUK,62,44,N,164,28,W,V,RN,62.733333333333334,-164.46666666666667
1361,KOTLIK,63,2,N,163,33,W,V,RN,63.03333333333333,-163.55
1362,HAMILTON,62,54,N,163,55,W,V,RN,62.9,-163.91666666666666
1363,ST MICHAEL,63,29,N,162,2,W,V,OR,63.483333333333334,-162.03333333333333
